pgen_left	pgen_right	sample_size_prop_left	sample_size_prop_right	prob
-0.001	1e-20	0.0019299999999999999	0.00439	0.8867159551633675
-0.001	1e-20	0.00439	0.00586	0.04817553064631529
-0.001	1e-20	0.00732	0.0117	0.025280228953016935
-0.001	1e-20	0.00586	0.00732	0.022776055330312427
-0.001	1e-20	0.0117	0.019	0.010255187216789887
-0.001	1e-20	0.019	0.0512	0.004889100882423086
-0.001	1e-20	0.0512	0.943	0.0019079418077748629
1e-20	1e-15	0.0019299999999999999	0.00439	0.9316377432726761
1e-20	1e-15	0.00439	0.00586	0.03456755427527577
1e-20	1e-15	0.00586	0.00732	0.01352490690648493
1e-20	1e-15	0.00732	0.0117	0.012225110658329236
1e-20	1e-15	0.0117	0.019	0.0036183517178388254
1e-20	1e-15	0.019	0.0512	0.002845499894611115
1e-20	1e-15	0.0512	0.943	0.0015808332747839528
1e-15	1e-14	0.0019299999999999999	0.00439	0.8809934274323887
1e-15	1e-14	0.00439	0.00586	0.0603652623639694
1e-15	1e-14	0.00586	0.00732	0.026640448227561685
1e-15	1e-14	0.00732	0.0117	0.023273354164421937
1e-15	1e-14	0.0117	0.019	0.006599504363753905
1e-15	1e-14	0.019	0.0512	0.0019663829328736126
1e-15	1e-14	0.0512	0.943	0.0001616205150307079
1e-14	1e-13	0.0019299999999999999	0.00439	0.768952812809976
1e-14	1e-13	0.00439	0.00586	0.0895800859666525
1e-14	1e-13	0.00732	0.0117	0.057413442917198056
1e-14	1e-13	0.00586	0.00732	0.048438902271975816
1e-14	1e-13	0.0117	0.019	0.024892541684379575
1e-14	1e-13	0.019	0.0512	0.010249870105332766
1e-14	1e-13	0.0512	0.943	0.00047234424448538097
1e-13	1e-12	0.0019299999999999999	0.00439	0.7716265865063461
1e-13	1e-12	0.00439	0.00586	0.06808060565575595
1e-13	1e-12	0.00732	0.0117	0.05934090403028279
1e-13	1e-12	0.00586	0.00732	0.0412769984413271
1e-13	1e-12	0.0117	0.019	0.03406813627254509
1e-13	1e-12	0.019	0.0512	0.02265642395902917
1e-13	1e-12	0.0512	0.943	0.002950345134713872
1e-12	1e-11	0.0019299999999999999	0.00439	0.9637811113220949
1e-12	1e-11	0.00439	0.00586	0.013495931528718414
1e-12	1e-11	0.00732	0.0117	0.007609483019319085
1e-12	1e-11	0.00586	0.00732	0.00584425174589109
1e-12	1e-11	0.0117	0.019	0.004486922519709405
1e-12	1e-11	0.019	0.0512	0.003966495769774458
1e-12	1e-11	0.0512	0.943	0.0008158040944926191
1e-11	1e-10	0.0019299999999999999	0.00439	0.9675325841713831
1e-11	1e-10	0.00439	0.00586	0.02028032266705611
1e-11	1e-10	0.00586	0.00732	0.006322762334892417
1e-11	1e-10	0.00732	0.0117	0.004386728759275038
1e-11	1e-10	0.0117	0.019	0.0010441617146431771
1e-11	1e-10	0.019	0.0512	0.0003826770681938345
1e-11	1e-10	0.0512	0.943	5.076328455632499e-05
1e-10	1e-09	0.0019299999999999999	0.00439	0.8350908568888563
1e-10	1e-09	0.00439	0.00586	0.07976968571914192
1e-10	1e-09	0.00586	0.00732	0.036914283085982824
1e-10	1e-09	0.00732	0.0117	0.035715530564775576
1e-10	1e-09	0.0117	0.019	0.009978644525678853
1e-10	1e-09	0.019	0.0512	0.0024663183241324764
1e-10	1e-09	0.0512	0.943	6.468089143204572e-05
1e-09	1e-08	0.0019299999999999999	0.00439	0.4951827356202455
1e-09	1e-08	0.00732	0.0117	0.1390661087283864
1e-09	1e-08	0.00439	0.00586	0.12290976272212115
1e-09	1e-08	0.0117	0.019	0.08791235702984151
1e-09	1e-08	0.00586	0.00732	0.08482276197758802
1e-09	1e-08	0.019	0.0512	0.06275295072463237
1e-09	1e-08	0.0512	0.943	0.00735332319718501
1e-08	0.01	0.019	0.0512	0.26781019279511525
1e-08	0.01	0.0019299999999999999	0.00439	0.17710858570927396
1e-08	0.01	0.0512	0.943	0.16489284123474018
1e-08	0.01	0.0117	0.019	0.14483284651679812
1e-08	0.01	0.00732	0.0117	0.12801895233928157
1e-08	0.01	0.00439	0.00586	0.06279342029019784
1e-08	0.01	0.00586	0.00732	0.054543161114593064
